CPV CODE,Omschrijving,Mapped GPP
30197120-3,Kopspijkers,GPP: Not applicable
30197130-6,Punaises,GPP: Not applicable
30197200-8,Ringmappen en paperclips,GPP: Not applicable
30197210-1,Ringmappen,GPP: Not applicable
30197220-4,Paperclips,GPP: Not applicable
30197221-1,Papercliphouder,GPP: Not applicable
30197300-9,"Briefopeners, nietapparaten en perforators",GPP: Not applicable
30197310-2,Briefopeners,GPP: Not applicable
30197320-5,Nietapparaten,GPP: Not applicable
30197321-2,Nietjesverwijderaars,GPP: Not applicable
30197330-8,Perforators,GPP: Not applicable
30197400-0,Zegelbevochtiger,GPP: Not applicable
30197500-1,Zegelwas,GPP: Not applicable
30197510-4,Toebehoren voor zegelwas,GPP: Not applicable
30197600-2,Bewerkt papier en karton,"GPP: Imaging Equipment, consumables, and print services"
30197610-5,Samengesteld papier en karton,"GPP: Imaging Equipment, consumables, and print services"
30197620-8,Schrijfpapier,"GPP: Imaging Equipment, consumables, and print services"
30197621-5,Flipoverblokken,"GPP: Imaging Equipment, consumables, and print services"
30197630-1,Drukpapier,"GPP: Imaging Equipment, consumables, and print services"
30197640-4,Contact- of ander kopieerpapier,"GPP: Imaging Equipment, consumables, and print services"
30197641-1,Thermografisch papier,"GPP: Imaging Equipment, consumables, and print services"
30197642-8,Fotokopieer- en xerografisch papier,"GPP: Imaging Equipment, consumables, and print services"
30197643-5,Fotokopieerpapier,"GPP: Imaging Equipment, consumables, and print services"
30197644-2,Xerografisch papier,"GPP: Imaging Equipment, consumables, and print services"
30197645-9,Printkarton,"GPP: Imaging Equipment, consumables, and print services"
30198000-3,Loterijmachines,GPP: Not applicable
30198100-4,Trek- en fruitautomaten,GPP: Not applicable
30199000-0,Kantoorbenodigdheden van papier en andere artikelen,"GPP: Imaging Equipment, consumables, and print services"
30199100-1,"Carbonpapier, contactpapier, stencilpapier en doorschrijfpapier zonder carbon","GPP: Imaging Equipment, consumables, and print services"
30199110-4,Carbonpapier,"GPP: Imaging Equipment, consumables, and print services"
30199120-7,Contactpapier,"GPP: Imaging Equipment, consumables, and print services"
30199130-0,Doorschrijfpapier zonder carbon,"GPP: Imaging Equipment, consumables, and print services"
30199140-3,Stencilpapier,"GPP: Imaging Equipment, consumables, and print services"
30199200-2,"Enveloppen, postbladen en blanco briefkaarten","GPP: Imaging Equipment, consumables, and print services"
30199210-5,Postbladen,"GPP: Imaging Equipment, consumables, and print services"
30199220-8,Blanco briefkaarten,"GPP: Imaging Equipment, consumables, and print services"
30199230-1,Enveloppen,"GPP: Imaging Equipment, consumables, and print services"
30199240-4,Correspondentieset,"GPP: Imaging Equipment, consumables, and print services"
30199300-3,Gegaufreerd of geperforeerd papier,"GPP: Imaging Equipment, consumables, and print services"
30199310-6,Gegaufreerd of geperforeerd drukpapier,"GPP: Imaging Equipment, consumables, and print services"
30199320-9,Gegaufreerd of geperforeerd schrijfpapier,"GPP: Imaging Equipment, consumables, and print services"
30199330-2,Kettingpapier voor printers,"GPP: Imaging Equipment, consumables, and print services"
30199340-5,Kettingformulieren,"GPP: Imaging Equipment, consumables, and print services"
30199400-4,Gegomd of zelfklevend papier,"GPP: Imaging Equipment, consumables, and print services"
30199410-7,Zelfklevend papier,"GPP: Imaging Equipment, consumables, and print services"
30199500-5,"Archiefdozen, brievenbakjes, voorraaddozen en soortgelijke artikelen","GPP: Imaging Equipment, consumables, and print services"
30199600-6,Tussenbladen voor kantoorbehoeften,"GPP: Imaging Equipment, consumables, and print services"
30199700-7,"Gedrukt kantoormateriaal, met uitzondering van formulieren","GPP: Imaging Equipment, consumables, and print services"
30199710-0,Gedrukte enveloppen,"GPP: Imaging Equipment, consumables, and print services"
30199711-7,Gedrukte vensterenveloppen,"GPP: Imaging Equipment, consumables, and print services"
30199712-4,Gedrukte vensterloze enveloppen,"GPP: Imaging Equipment, consumables, and print services"
30199713-1,Gedrukte omslagen voor röntgenfoto's,"GPP: Imaging Equipment, consumables, and print services"
30199720-3,Notitiepapier,"GPP: Imaging Equipment, consumables, and print services"
30199730-6,Visitekaartjes,"GPP: Imaging Equipment, consumables, and print services"
30199731-3,Visitekaarthouders,GPP: Not applicable
30199740-9,Wensstrookjes,"GPP: Imaging Equipment, consumables, and print services"
30199750-2,Bonnen,"GPP: Imaging Equipment, consumables, and print services"
30199760-5,Labels,"GPP: Imaging Equipment, consumables, and print services"
30199761-2,Streepjescodelabels,"GPP: Imaging Equipment, consumables, and print services"
30199762-9,Bagagelabels,"GPP: Imaging Equipment, consumables, and print services"
30199763-6,Antidiefstallabels,"GPP: Imaging Equipment, consumables, and print services"
30199770-8,Maaltijdcheques,"GPP: Imaging Equipment, consumables, and print services"
30199780-1,Vloeiblokken,"GPP: Imaging Equipment, consumables, and print services"
30199790-4,Dienstregelingen,"GPP: Imaging Equipment, consumables, and print services"
30199791-1,Wandplankalenders,"GPP: Imaging Equipment, consumables, and print services"
30199792-8,Kalenders,"GPP: Imaging Equipment, consumables, and print services"
30199793-5,Agendahouders,GPP: Not applicable
30200000-1,Computeruitrusting en -benodigdheden,"GPP: Computers, monitors, tablets and smartphones"
30210000-4,Machines voor dataprocessing (hardware),"GPP: Computers, monitors, tablets and smartphones"
30211000-1,Mainframecomputer,"GPP: Computers, monitors, tablets and smartphones"
30211100-2,Supercomputer,"GPP: Computers, monitors, tablets and smartphones"
30211200-3,Mainframehardware,"GPP: Computers, monitors, tablets and smartphones"
30211300-4,Computerplatforms,"GPP: Computers, monitors, tablets and smartphones"
30211400-5,Computerconfiguraties,"GPP: Computers, monitors, tablets and smartphones"
30211500-6,Centrale verwerkingseenheden (CPU) of processors,"GPP: Computers, monitors, tablets and smartphones"
30212000-8,Hardware voor minicomputer,"GPP: Computers, monitors, tablets and smartphones"
30212100-9,Centrale verwerkingseenheden voor minicomputer,"GPP: Computers, monitors, tablets and smartphones"
30213000-5,Personal computers,"GPP: Computers, monitors, tablets and smartphones"
30213100-6,Draagbare computers,"GPP: Computers, monitors, tablets and smartphones"
30213200-7,Tablet-pc's,"GPP: Computers, monitors, tablets and smartphones"
30213300-8,Desktop computers,"GPP: Computers, monitors, tablets and smartphones"
30213400-9,Centrale verwerkingseenheden voor pc's,"GPP: Computers, monitors, tablets and smartphones"
30213500-0,Zakcomputers,"GPP: Computers, monitors, tablets and smartphones"
30214000-2,Werkstations,"GPP: Computers, monitors, tablets and smartphones"
30215000-9,Hardware voor microcomputer,"GPP: Computers, monitors, tablets and smartphones"
30215100-0,Centrale verwerkingseenheden voor microcomputer,"GPP: Computers, monitors, tablets and smartphones"
30216000-6,Magnetische of optische leeseenheden,"GPP: Computers, monitors, tablets and smartphones"
30216100-7,Optische leeseenheden,"GPP: Computers, monitors, tablets and smartphones"
30216110-0,Scanners voor computergebruik,"GPP: Computers, monitors, tablets and smartphones"
30216120-3,Optische tekenherkenningsuitrusting,"GPP: Computers, monitors, tablets and smartphones"
30216130-6,Streepjescodelezers,"GPP: Computers, monitors, tablets and smartphones"
30216200-8,Magneetkaartlezers,"GPP: Computers, monitors, tablets and smartphones"
30216300-9,Ponskaartlezers,"GPP: Computers, monitors, tablets and smartphones"
30220000-7,Digitalecartografie-uitrusting,"GPP: Computers, monitors, tablets and smartphones"
30221000-4,Digitale kadasterkaarten,"GPP: Computers, monitors, tablets and smartphones"
30230000-0,Computerapparatuur,"GPP: Computers, monitors, tablets and smartphones"
30231000-7,Computerschermen en -consoles,"GPP: Computers, monitors, tablets and smartphones"
30231100-8,Computerterminals,"GPP: Computers, monitors, tablets and smartphones"
30231200-9,Consoles,"GPP: Computers, monitors, tablets and smartphones"
30231300-0,Beeldschermen,"GPP: Computers, monitors, tablets and smartphones"
30231310-3,Platte beeldschermen,"GPP: Computers, monitors, tablets and smartphones"
30231320-6,Touchscreenmonitors,"GPP: Computers, monitors, tablets and smartphones"
30232000-4,Randapparatuur,"GPP: Computers, monitors, tablets and smartphones"
30232100-5,Printers en plotters,"GPP: Imaging Equipment, consumables, and print services"
30232110-8,Laserprinters,"GPP: Imaging Equipment, consumables, and print services"
30232120-1,Matrixprinters,"GPP: Imaging Equipment, consumables, and print services"
30232130-4,Grafische kleurenprinters,"GPP: Imaging Equipment, consumables, and print services"
30232140-7,Plotters,"GPP: Imaging Equipment, consumables, and print services"
30232150-0,Inkjetprinters,"GPP: Imaging Equipment, consumables, and print services"
30232600-0,Encoders,"GPP: Computers, monitors, tablets and smartphones"
30232700-1,Centrale besturingseenheid,"GPP: Computers, monitors, tablets and smartphones"
30233000-1,Geheugendragers en lezerapparaten,"GPP: Computers, monitors, tablets and smartphones"
30233100-2,Geheugeneenheden,"GPP: Computers, monitors, tablets and smartphones"
30233110-5,Magneetkaartgeheugeneenheden,"GPP: Computers, monitors, tablets and smartphones"
30233120-8,Magneetbandgeheugeneenheden,"GPP: Computers, monitors, tablets and smartphones"
30233130-1,Magneetschijfgeheugeneenheden,"GPP: Computers, monitors, tablets and smartphones"
30233131-8,Diskettebesturingseenheden,"GPP: Computers, monitors, tablets and smartphones"
30233132-5,Hardeschijfeenheden,"GPP: Computers, monitors, tablets and smartphones"
30233140-4,Direct toegankelijke geheugeneenheden,"GPP: Computers, monitors, tablets and smartphones"
30233141-1,Redundant Array of Independent Disk (RAID),"GPP: Computers, monitors, tablets and smartphones"
30233150-7,Optischeschijfeenheden,"GPP: Computers, monitors, tablets and smartphones"
30233151-4,Cd-speler en/of -brander,"GPP: Computers, monitors, tablets and smartphones"
30233152-1,Dvd-speler en/of -brander,"GPP: Computers, monitors, tablets and smartphones"
30233153-8,Cd/dvd-speler en/of -brander,"GPP: Computers, monitors, tablets and smartphones"
30233160-0,Tape streamers,"GPP: Computers, monitors, tablets and smartphones"
30233161-7,Cassettesystemen,"GPP: Computers, monitors, tablets and smartphones"
30233170-3,Carrouseleenheden,"GPP: Computers, monitors, tablets and smartphones"
30233180-6,Flashgeheugenopslagmedia,"GPP: Computers, monitors, tablets and smartphones"
30233190-9,Magneetschijfbesturingseenheid,"GPP: Computers, monitors, tablets and smartphones"
30233300-4,Smartcardlezers,"GPP: Computers, monitors, tablets and smartphones"
30233310-7,Vingerafdrukscanners,"GPP: Computers, monitors, tablets and smartphones"
30233320-0,Gecombineerde vingerafsrukscanner/smartcardlezer,"GPP: Computers, monitors, tablets and smartphones"
30234000-8,Geheugenmedia,"GPP: Computers, monitors, tablets and smartphones"
30234100-9,Magneetschijven,"GPP: Computers, monitors, tablets and smartphones"
30234200-0,Optische schijven,"GPP: Computers, monitors, tablets and smartphones"
30234300-1,Compact disks (cd's),"GPP: Computers, monitors, tablets and smartphones"
30234400-2,Digital versatile discs (dvd's),"GPP: Computers, monitors, tablets and smartphones"
30234500-3,Geheugenopslagmedia,"GPP: Computers, monitors, tablets and smartphones"
30234600-4,Flashgeheugen,"GPP: Computers, monitors, tablets and smartphones"
30234700-5,Magneetbanden,"GPP: Computers, monitors, tablets and smartphones"
30236000-2,Diverse computeruitrusting,"GPP: Computers, monitors, tablets and smartphones"
30236100-3,Geheugenuitbreidingsuitrusting,"GPP: Computers, monitors, tablets and smartphones"
30236110-6,Willekeurig toegankelijk geheugen (RAM),"GPP: Computers, monitors, tablets and smartphones"
30236111-3,Dynamisch willekeurig toegankelijk geheugen (DRAM),"GPP: Computers, monitors, tablets and smartphones"
30236112-0,Statisch willekeurig toegankelijk geheugen (SRAM),"GPP: Computers, monitors, tablets and smartphones"
30236113-7,Synchroon dynamisch willekeurig toegankelijk geheugen (SDRAM),"GPP: Computers, monitors, tablets and smartphones"
30236114-4,Rambus dynamisch willekeurig toegankelijk geheugen (RDRAM),"GPP: Computers, monitors, tablets and smartphones"
30236115-1,Synchroon grafisch random access memory (SGRAM),"GPP: Computers, monitors, tablets and smartphones"
30236120-9,Read-only memory (ROM),"GPP: Computers, monitors, tablets and smartphones"
30236121-6,Programmeerbaar enkel uitleesbaar geheugen (PROM),"GPP: Computers, monitors, tablets and smartphones"
30236122-3,Uitwisbaar en programmeerbaar geheugen (EPROM),"GPP: Computers, monitors, tablets and smartphones"
30236123-0,Read-onlygeheugen (EEPROM),"GPP: Computers, monitors, tablets and smartphones"
30236200-4,Gegevensverwerkingsuitrusting,"GPP: Computers, monitors, tablets and smartphones"
30237000-9,"Onderdelen, toebehoren en benodigdheden voor computers","GPP: Computers, monitors, tablets and smartphones"
30237100-0,Computeronderdelen,"GPP: Computers, monitors, tablets and smartphones"
30237110-3,Netwerkinterfaces,"GPP: Computers, monitors, tablets and smartphones"
30237120-6,Computerpoorten,"GPP: Computers, monitors, tablets and smartphones"
30237121-3,Seriële infraroodpoorten,"GPP: Computers, monitors, tablets and smartphones"
30237130-9,Computerkaarten,"GPP: Computers, monitors, tablets and smartphones"
30237131-6,Elektronische kaarten,"GPP: Computers, monitors, tablets and smartphones"
30237132-3,Universele Seriële Bus/USB-interfaces,"GPP: Computers, monitors, tablets and smartphones"
30237133-0,Adapters en interfaces voor Personal Computer Memory Card International Association (PCMCIA),"GPP: Computers, monitors, tablets and smartphones"
30237134-7,Grafische acceleratiekaarten,"GPP: Computers, monitors, tablets and smartphones"
30237135-4,Netwerkinterfacekaarten,"GPP: Computers, monitors, tablets and smartphones"
30237136-1,Audiokaarten,"GPP: Computers, monitors, tablets and smartphones"
30237140-2,Moederborden,"GPP: Computers, monitors, tablets and smartphones"
30237200-1,Computertoebehoren,"GPP: Computers, monitors, tablets and smartphones"
30237210-4,Antireflexschermen,"GPP: Computers, monitors, tablets and smartphones"
30237220-7,Muismatjes,"GPP: Computers, monitors, tablets and smartphones"
30237230-0,Voorgeheugens,"GPP: Computers, monitors, tablets and smartphones"
30237240-3,Webcamera,"GPP: Computers, monitors, tablets and smartphones"
30237250-6,Toebehoren voor computerreiniging,"GPP: Computers, monitors, tablets and smartphones"
30237251-3,Computerreinigingskits,"GPP: Computers, monitors, tablets and smartphones"
30237252-0,Hogedrukluchtverstuivers,"GPP: Computers, monitors, tablets and smartphones"
30237253-7,Stofhoezen voor computerapparatuur,"GPP: Computers, monitors, tablets and smartphones"
30237260-9,Monitorarmen voor wandmontage,"GPP: Computers, monitors, tablets and smartphones"
30237270-2,Draagtassen voor laptop,"GPP: Computers, monitors, tablets and smartphones"
30237280-5,Toebehoren voor stroomvoorziening,"GPP: Computers, monitors, tablets and smartphones"
30237290-8,Polssteunen voor toetsenbord,"GPP: Computers, monitors, tablets and smartphones"
30237295-3,Toestenbordhoezen,"GPP: Computers, monitors, tablets and smartphones"
30237300-2,Computerbenodigdheden,"GPP: Computers, monitors, tablets and smartphones"
30237310-5,Lettertypecartridges voor printers,"GPP: Computers, monitors, tablets and smartphones"
30237320-8,Diskettes,"GPP: Computers, monitors, tablets and smartphones"
30237330-1,DAT-cassettes,"GPP: Computers, monitors, tablets and smartphones"
30237340-4,DLT-cartridges,"GPP: Computers, monitors, tablets and smartphones"
30237350-7,Datacartridges,"GPP: Computers, monitors, tablets and smartphones"
30237360-0,LTO-cartridges,"GPP: Computers, monitors, tablets and smartphones"
30237370-3,Opnamecassettes,"GPP: Computers, monitors, tablets and smartphones"
30237380-6,Cd-rom,"GPP: Computers, monitors, tablets and smartphones"
30237400-3,Toebehoren voor gegevensinvoer,"GPP: Computers, monitors, tablets and smartphones"
30237410-6,Computermuis,"GPP: Computers, monitors, tablets and smartphones"
30237420-9,Joysticks,"GPP: Computers, monitors, tablets and smartphones"
30237430-2,Lichtpennen,"GPP: Computers, monitors, tablets and smartphones"
30237440-5,Volgbollen,"GPP: Computers, monitors, tablets and smartphones"
30237450-8,Grafische tabletten,"GPP: Computers, monitors, tablets and smartphones"
30237460-1,Computertoetsenborden,"GPP: Computers, monitors, tablets and smartphones"
30237461-8,Programmeerbare toetsenborden,"GPP: Computers, monitors, tablets and smartphones"
30237470-4,Brailletoetsenborden,"GPP: Computers, monitors, tablets and smartphones"
30237475-9,Elektrische sensoren,"GPP: Computers, monitors, tablets and smartphones"
