CPV Code,Omschrijving,GPP Module(s),Qualifier
22500000-5,Drukplaten of -cilinders of andere drukmiddelen,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als verbruiksartikel of onderdeel van grafische apparatuur.
22510000-8,Offsetplaten,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als verbruiksartikel voor gebruik in grafische apparatuur of binnen printdiensten.
22520000-1,Droogetsmateriaal,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als verbruiksartikel voor gebruik in grafische apparatuur of binnen printdiensten.
22521000-8,Reliëfdrukmateriaal,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als verbruiksartikel voor gebruik in grafische apparatuur of binnen printdiensten.
22600000-6,Inkt,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als inktverbruiksartikel voor gebruik in grafische apparatuur of binnen printdiensten.
22610000-9,Drukinkt,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als inktverbruiksartikel voor gebruik in grafische apparatuur of binnen printdiensten.
22611000-6,Diepdrukinkt,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als inktverbruiksartikel voor gebruik in grafische apparatuur of binnen printdiensten.
22612000-3,Oost-Indische inkt,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als inktverbruiksartikel voor gebruik in grafische apparatuur of binnen printdiensten.
24327100-3,Plantaardige derivaten voor het verven,"Verven, vernissen en wegmarkeringen","Let op: alleen van toepassing indien gebruikt als kleurstof, pigment of bindmiddel in verf- of vernisproducten."
24327300-5,"Olie en distillatieproducten van steenkoolteer met een hoge temperatuur, pek en pekteer","Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien gebruikt als bindmiddel of asfaltcomponent bij wegenaanleg of -onderhoud.
24327310-8,Steenkoolteer,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien gebruikt als bindmiddel of oppervlaktemateriaal bij wegenaanleg of -onderhoud.
24327311-5,Creosoot,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien gebruikt als behandelings- of beschermingsmateriaal binnen wegconstructiewerkzaamheden.
24327320-1,Pek,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien gebruikt als bindmiddel of asfaltcomponent bij wegenaanleg of -onderhoud.
24327330-4,Pekteer,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien gebruikt als teer- of bindmiddel binnen wegenbouw- of onderhoudswerkzaamheden.
24327400-6,Harsproducten,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien aangeschaft als hars- of bindmiddelcomponent voor wegenbouw of wegonderhoud.
24400000-8,Meststoffen en stikstofverbindingen,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24410000-1,Stikstofhoudende meststoffen,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24411000-8,Salpeterzuur en -zouten,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24411100-9,Natriumnitraat,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24412000-5,Nitreerzuur,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor productie of toepassing van meststoffen in de landbouw.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24413000-2,Ammoniak,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24413100-3,Vloeibare ammoniak,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24413200-4,Ammoniumchloride,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24413300-5,Ammoniumsulfaat,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24420000-4,Fosfaathoudende meststoffen,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24421000-1,Minerale fosfaathoudende meststoffen,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24422000-8,Chemische fosfaathoudende meststoffen,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24430000-7,Meststoffen van dierlijke of plantaardige oorsprong,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24440000-0,Diverse meststoffen,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor bemesting of bodemverbetering in openbaar groen.
24450000-3,Chemische producten voor de landbouw,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien gebruikt voor hovenierswerkzaamheden of onderhoud van openbaar groen.
24451000-0,Pesticiden,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor de teelt van voedselgewassen.; Let op: alleen van toepassing indien ingezet voor onkruid- of plaagbestrijding in openbaar groen.
24452000-7,Insecticiden,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor de teelt van voedselgewassen.; Let op: alleen van toepassing indien ingezet voor plaagbestrijding in openbaar groen.
24453000-4,Herbiciden,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor de teelt van voedselgewassen.; Let op: alleen van toepassing indien ingezet voor onkruidbestrijding in openbaar groen.
24454000-1,Plantengroeiregulatoren,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor landbouw of voedselproductie.; Let op: alleen van toepassing indien ingezet voor groei- of snoeiregulatie in openbaar groen.
24455000-8,Ontsmettingsmiddelen,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt binnen de voedselproductieketen.; Let op: alleen van toepassing indien gebruikt voor ziekte- of schimmelpreventie in openbaar groen.
24456000-5,Verdelgingsmiddelen voor knaagdieren,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien ingezet op landbouwbedrijven binnen de voedselproductieketen.; Let op: alleen van toepassing indien ingezet voor plaagbestrijding in openbaar groen.
24457000-2,Fungiciden,"Levensmiddelen, cateringdiensten en verkoopautomaten; Onderhoud van de openbare ruimte",Let op: alleen van toepassing indien gebruikt voor de teelt van voedselgewassen.; Let op: alleen van toepassing indien ingezet voor schimmelbestrijding in openbaar groen.
24931000-9,Fotografische platen en film,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien gebruikt als verbruiksartikel in grafische apparatuur of reproductieprocessen.
24931200-1,Emulsies voor fotografisch gebruik,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien gebruikt voor grafische of fotografische reproductieprocessen.
24931210-4,Fotografische ontwikkelaars,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien gebruikt als ontwikkelchemicaliën binnen grafische of fotografische processen.
24931220-7,Fotografische fixeermiddelen,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien gebruikt als fixeerchemicaliën binnen grafische of fotografische processen.
30120000-6,Fotokopieer- en offsetdrukmachines,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als grafische apparatuur (kopieer- of drukapparatuur).
30121000-3,Fotokopieer- en thermokopieerapparaten,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien het fotokopieer- of thermokopieerapparaten betreft binnen grafische toepassingen.
30121100-4,Fotokopieerapparaten,"Grafische apparatuur, verbruiksartikelen en printdiensten",
30121200-5,Fotokopieerapparatuur,"Grafische apparatuur, verbruiksartikelen en printdiensten",
30121300-6,Reproductiemachines,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien gebruikt voor grafische reproductie of duplicatieprocessen.
30121400-7,Duplicators,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien gebruikt binnen grafische duplicatieprocessen.
30121430-6,Digitale stencilapparaten,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien gebruikt als digitale duplicatie- of stencilapparatuur binnen grafische processen.
30122000-0,Offsetdrukmachines voor kantoorgebruik,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als offsetdrukapparatuur binnen grafische processen.
30122100-1,Digitale offsetsystemen,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als digitale druk- of printapparatuur binnen grafische processen.
30122200-2,Digitale offsetapparatuur,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien ingekocht als digitale druk- of printapparatuur binnen grafische processen.
30123300-0,Stencilmachines,"Grafische apparatuur, verbruiksartikelen en printdiensten",Let op: alleen van toepassing indien gebruikt als duplicatie- of printapparaat binnen grafische toepassingen.
